rgn_id,year,value
1,2005,0.05636729635298252
1,2006,0.15657635284587743
1,2007,0.1848182762041688
1,2008,0.18769096792675555
1,2009,0.1083124362397939
1,2010,0.008471300359815359
1,2011,0.061061858432367444
1,2012,0.19231798457913102
1,2013,0.1861041615717113
1,2014,0.04110849406570197
1,2015,0.056242672540247445
2,2005,0.052801151899620896
2,2006,0.19276563548482956
2,2007,0.19773711296729746
2,2008,0.054635824449360375
2,2009,0.09256225661374629
2,2010,0.13014396969228983
2,2011,0.022416774882003665
2,2012,0.1751030260231346
2,2013,0.001303492533043027
2,2014,0.14446498998440802
2,2015,0.014322028867900372
3,2005,0.14256938053295018
3,2006,0.0217454556375742
3,2007,0.16377128241583705
3,2008,0.03759390697814524
3,2009,0.033389693079516294
3,2010,0.0934888797812164
3,2011,0.08386075138114393
3,2012,0.13771986244246365
3,2013,0.05063600102439523
3,2014,0.08043084777891636
3,2015,0.039168682508170606
4,2005,0.04871496255509555
4,2006,0.1345803517382592
4,2007,0.1516536274459213
4,2008,0.14637785642407836
4,2009,0.016738638700917362
4,2010,0.13357202699407936
4,2011,0.11875820318236947
4,2012,0.07855527387000621
4,2013,0.19522347263991835
4,2014,0.09576079514808954
4,2015,0.025538480887189508
5,2005,0.03415271695703268
5,2006,0.10107553759589792
5,2007,0.09309358629398048
5,2008,0.09264771156013013
5,2009,0.038470567855983975
5,2010,0.11753172664903105
5,2011,0.12628436777740717
5,2012,0.15152129684574903
5,2013,0.11249432591721416
5,2014,0.046832336205989124
5,2015,0.08339035310782493
6,2005,0.04941961504518986
6,2006,0.11211450449191035
6,2007,0.11664840769954027
6,2008,0.030595604423433544
6,2009,0.1126341690775007
6,2010,0.15270653245970608
6,2011,0.11462501455098391
6,2012,0.19696172438561918
6,2013,0.17895348337478936
6,2014,0.04585748855024577
6,2015,0.0014911662787199021
7,2005,0.08301180326379837
7,2006,0.06196383447386325
7,2007,0.013465718459337951
7,2008,0.15524916802532973
7,2009,0.025412247562780977
7,2010,0.16500985370948912
7,2011,0.09267246737144888
7,2012,0.0535334506072104
7,2013,0.05290812239982188
7,2014,0.06396362381055952
7,2015,0.0806739712599665
8,2005,0.08850446338765323
8,2006,0.0035837029572576284
8,2007,0.05018363166600466
8,2008,0.0020483052823692563
8,2009,0.12651443011127414
8,2010,0.1807505632285029
8,2011,0.07234247848391533
8,2012,0.06946064564399422
8,2013,0.14421627591364086
8,2014,0.12335444767959416
8,2015,0.15710955248214306
9,2005,0.08857492185197771
9,2006,0.13087198208086193
9,2007,0.14049618509598077
9,2008,0.15538142239674926
9,2009,0.1193482514936477
9,2010,0.11185226095840335
9,2011,0.07896443842910231
9,2012,0.16759192463941874
9,2013,0.15707609839737416
9,2014,0.08941586478613317
9,2015,0.10145943099632859
10,2005,0.17659602430649102
10,2006,0.16045150524005294
10,2007,0.16417642664164306
10,2008,0.1325706667266786
10,2009,0.17508349753916264
10,2010,0.19296474694274368
10,2011,0.10286822388879956
10,2012,0.170265096379444
10,2013,0.19511758885346353
10,2014,0.0547803569585085
10,2015,0.04270794568583369
11,2005,0.10652860896661878
11,2006,0.011269265972077848
11,2007,0.04966484643518925
11,2008,0.15031980513595045
11,2009,0.03164583435282111
11,2010,0.14866720787249507
11,2011,0.132237165607512
11,2012,0.14969564033672214
11,2013,0.05917894029989839
11,2014,0.023919309489428997
11,2015,0.12987519865855576
12,2005,0.022993176011368632
12,2006,0.18283352702856065
12,2007,0.11103912610560657
12,2008,0.04944507973268628
12,2009,0.004339666431769729
12,2010,0.06450349134393037
12,2011,0.172586331050843
12,2012,0.0261596676427871
12,2013,0.10284081553108991
12,2014,0.19577787751331927
12,2015,0.00891084261238575
14,2005,0.009483468299731613
14,2006,0.1390119364950806
14,2007,0.1154162506107241
14,2008,0.10878296410664917
14,2009,0.16918890154920518
14,2010,0.16935025304555895
14,2011,0.18072923929430545
14,2012,0.09882509610615671
14,2013,0.18694415045902135
14,2014,0.18171242158859968
14,2015,0.007811999320983887
15,2005,0.06648653484880925
15,2006,0.054212636034935716
15,2007,0.09231358082033694
15,2008,0.046780276531353596
15,2009,0.026901147468015554
15,2010,0.05976289622485638
15,2011,0.15704746618866922
15,2012,0.06632650108076632
15,2013,0.10451504765078426
15,2014,0.08211293434724212
15,2015,0.08610821338370443
16,2005,0.1578718026634306
16,2006,0.11615567998960614
16,2007,0.18826502212323248
16,2008,0.16943190088495613
16,2009,0.1779673680663109
16,2010,0.1545214437413961
16,2011,0.0925481490790844
16,2012,0.048327195923775434
16,2013,0.027851097844541074
16,2014,0.19894851353019477
16,2015,0.004665479529649019
17,2005,0.03600439904257655
17,2006,0.13405460505746306
17,2007,0.17374589261598886
17,2008,0.023201911989599467
17,2009,0.13785564517602325
17,2010,0.0648008979856968
17,2011,0.08096878519281746
17,2012,0.02541651148349047
17,2013,0.17631449764594437
17,2014,0.036940832156687975
17,2015,0.1365731067955494
